resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
24543,1026,830,9,33,5,\N,R,18,0,14,\N,\N,10,20,01:37.2,214.965,23
24544,1026,817,4,3,16,\N,D,19,0,51,\N,\N,48,11,01:33.5,223.63,2
24545,1026,807,4,27,15,\N,D,20,0,51,\N,\N,47,15,01:34.9,220.237,2
24546,1027,1,131,44,3,1,1,1,25,71,36:48.9,5808904,66,4,01:19.5,194.993,1
24547,1027,20,6,5,2,2,2,2,18,71,1.766,5810670,68,3,01:19.4,195.19,1
24548,1027,822,131,77,6,3,3,3,15,71,3.553,5812457,66,5,01:19.5,194.912,1
24549,1027,844,6,16,1,4,4,4,13,71,6.368,5815272,53,1,01:19.2,195.557,1
24550,1027,848,9,23,5,5,5,5,10,71,21.399,5830303,48,2,01:19.3,195.328,1
24551,1027,830,9,33,4,6,6,6,8,71,+1:08.807,5877711,65,11,01:20.4,192.702,1
24552,1027,815,211,11,11,7,7,7,6,71,+1:13.819,5882723,70,12,01:20.5,192.512,1
24553,1027,817,4,3,13,8,8,8,4,71,+1:14.924,5883828,53,9,01:20.1,193.327,1
24554,1027,842,5,10,10,9,9,9,2,70,\N,\N,53,6,01:19.5,194.824,11
24555,1027,807,4,27,12,10,10,10,1,70,\N,\N,59,14,01:20.8,191.783,11
24556,1027,826,5,26,9,11,11,11,0,70,\N,\N,48,7,01:19.9,193.91,11
24557,1027,840,211,18,16,12,12,12,0,70,\N,\N,68,15,01:20.9,191.473,11
24558,1027,832,1,55,7,13,13,13,0,70,\N,\N,66,10,01:20.3,192.929,11
24559,1027,841,51,99,15,14,14,14,0,70,\N,\N,65,16,01:21.0,191.255,11
24560,1027,825,210,20,17,15,15,15,0,69,\N,\N,53,20,01:21.7,189.691,12
24561,1027,847,3,63,19,16,16,16,0,69,\N,\N,69,17,01:21.3,190.615,12
24562,1027,154,210,8,18,17,17,17,0,69,\N,\N,68,18,01:21.6,189.926,12
24563,1027,9,3,88,20,18,18,18,0,69,\N,\N,63,13,01:20.7,192.009,12
24564,1027,8,51,7,14,\N,R,19,0,58,\N,\N,55,8,01:20.1,193.481,25
24565,1027,846,1,4,8,\N,R,20,0,48,\N,\N,46,19,01:21.6,189.782,54
24626,1031,822,131,77,1,1,1,1,25,71,30:55.7,5455739,68,2,01:07.7,229.758,1
24566,1028,822,131,77,1,1,1,1,25,56,33:55.7,5635653,37,2,01:37.0,204.696,1
24567,1028,1,131,44,5,2,2,2,18,56,4.148,5639801,26,7,01:38.4,201.6,1
24568,1028,830,9,33,3,3,3,3,15,56,5.002,5640655,42,5,01:38.2,202.077,1
24569,1028,844,6,16,4,4,4,4,13,56,52.239,5687892,44,1,01:36.2,206.374,1
24570,1028,848,9,23,6,5,5,5,10,56,+1:18.038,5713691,42,3,01:38.0,202.458,1
24571,1028,817,4,3,9,6,6,6,8,56,+1:30.366,5726019,28,14,01:40.6,197.354,1
24572,1028,846,1,4,8,7,7,7,6,56,+1:30.764,5726417,44,4,01:38.1,202.365,1
24573,1028,832,1,55,7,8,8,8,4,55,\N,\N,44,15,01:40.8,196.806,11
24574,1028,807,4,27,11,9,9,9,2,55,\N,\N,47,6,01:38.4,201.619,11
24575,1028,815,211,11,0,10,10,10,1,55,\N,\N,34,11,01:40.2,198.141,11
24576,1028,8,51,7,17,11,11,11,0,55,\N,\N,46,9,01:39.6,199.249,11
24577,1028,826,5,26,13,12,12,12,0,55,\N,\N,41,8,01:39.0,200.535,11
24578,1028,840,211,18,14,13,13,13,0,55,\N,\N,42,13,01:40.4,197.716,11
24579,1028,841,51,99,16,14,14,14,0,55,\N,\N,41,10,01:40.0,198.539,11
24580,1028,154,210,8,15,15,15,15,0,55,\N,\N,52,18,01:41.3,195.979,11
24581,1028,842,5,10,10,16,16,16,0,54,\N,\N,31,16,01:40.9,196.795,22
24582,1028,847,3,63,18,17,17,17,0,54,\N,\N,54,17,01:41.2,196.039,12
24583,1028,825,210,20,12,18,18,18,0,52,\N,\N,42,12,01:40.3,197.781,23
24584,1028,9,3,88,19,\N,R,19,0,31,\N,\N,22,20,01:43.8,191.147,44
24585,1028,20,6,5,2,\N,R,20,0,7,\N,\N,6,19,01:42.2,194.262,22
24586,1029,830,9,33,1,1,1,1,25,71,33:14.7,5594678,61,2,01:10.9,218.909,1
24587,1029,842,5,10,6,2,2,2,18,71,6.077,5600755,65,9,01:12.4,214.185,1
24588,1029,832,1,55,20,3,3,3,15,71,8.896,5603574,63,16,01:13.2,212.039,1
24589,1029,8,51,7,8,4,4,4,12,71,9.452,5604130,65,15,01:13.1,212.106,1
24590,1029,841,51,99,12,5,5,5,10,71,10.201,5604879,49,14,01:13.0,212.44,1
24591,1029,817,4,3,11,6,6,6,8,71,10.541,5605219,44,11,01:12.7,213.278,1
24592,1029,1,131,44,3,7,7,7,6,71,11.139,5605817,46,3,01:11.1,218.232,1
24593,1029,846,1,4,10,8,8,8,4,71,11.204,5605882,63,7,01:12.3,214.472,1
24594,1029,815,211,11,15,9,9,9,2,71,11.529,5606207,64,12,01:12.8,212.965,1
24595,1029,826,5,26,16,10,10,10,1,71,11.931,5606609,49,8,01:12.4,214.304,1
24596,1029,825,210,20,9,11,11,11,0,71,12.732,5607410,65,17,01:13.3,211.738,1
24597,1029,847,3,63,18,12,12,12,0,71,13.599,5608277,57,19,01:13.8,210.331,1
24598,1029,154,210,8,7,13,13,13,0,71,14.247,5608925,29,18,01:13.6,210.711,1
24599,1029,848,9,23,5,14,14,14,0,71,14.927,5609605,52,4,01:11.1,218.217,1
24600,1029,807,4,27,13,15,15,15,0,71,18.059,5612737,64,13,01:12.9,212.69,1
24601,1029,9,3,88,19,16,16,16,0,70,\N,\N,63,20,01:14.6,208.072,11
24602,1029,20,6,5,2,17,17,17,0,65,\N,\N,51,5,01:11.4,217.309,4
24603,1029,844,6,16,14,18,18,18,0,65,\N,\N,63,6,01:11.4,217.19,4
24604,1029,840,211,18,17,19,19,19,0,65,\N,\N,65,10,01:12.6,213.66,22
24605,1029,822,131,77,4,\N,R,20,0,51,\N,\N,43,1,01:10.7,219.417,131
24606,1030,1,131,44,1,1,1,1,26,55,34:05.7,5645715,53,1,01:39.3,201.387,1
24607,1030,830,9,33,2,2,2,2,18,55,16.772,5662487,55,5,01:41.1,197.731,1
24608,1030,844,6,16,3,3,3,3,15,55,43.435,5689150,44,4,01:40.4,199.064,1
24609,1030,822,131,77,20,4,4,4,12,55,44.379,5690094,31,2,01:39.7,200.515,1
24610,1030,20,6,5,4,5,5,5,10,55,+1:04.357,5710072,55,3,01:40.1,199.688,1
24611,1030,848,9,23,5,6,6,6,8,55,+1:09.205,5714920,49,8,01:42.2,195.603,1
24612,1030,815,211,11,10,7,7,7,6,54,\N,\N,39,11,01:42.6,194.803,11
24613,1030,846,1,4,6,8,8,8,4,54,\N,\N,50,12,01:43.0,194.071,11
24614,1030,826,5,26,13,9,9,9,2,54,\N,\N,42,9,01:42.2,195.597,11
24615,1030,832,1,55,8,10,10,10,1,54,\N,\N,43,7,01:41.3,197.389,11
24616,1030,817,4,3,7,11,11,11,0,54,\N,\N,51,6,01:41.2,197.592,11
24617,1030,807,4,27,9,12,12,12,0,54,\N,\N,52,16,01:43.3,193.605,11
24618,1030,8,51,7,17,13,13,13,0,54,\N,\N,25,14,01:43.1,193.853,11
24619,1030,825,210,20,14,14,14,14,0,54,\N,\N,22,19,01:43.8,192.642,11
24620,1030,154,210,8,15,15,15,15,0,54,\N,\N,33,18,01:43.7,192.873,11
24621,1030,841,51,99,16,16,16,16,0,54,\N,\N,28,15,01:43.3,193.639,11
24622,1030,847,3,63,18,17,17,17,0,54,\N,\N,50,13,01:43.1,193.981,11
24623,1030,842,5,10,11,18,18,18,0,53,\N,\N,53,10,01:42.4,195.231,12
24624,1030,9,3,88,19,19,19,19,0,53,\N,\N,51,20,01:44.5,191.333,12
24625,1030,840,211,18,12,\N,R,20,0,45,\N,\N,25,17,01:43.3,193.507,23
24627,1031,844,6,16,7,2,2,2,18,71,2.7,5458439,64,4,01:07.9,228.933,1
24628,1031,846,1,4,3,3,3,3,16,71,5.491,5461230,71,1,01:07.5,230.378,1
24629,1031,1,131,44,5,4,4,4,12,71,5.689,5461428,67,3,01:07.7,229.572,1
24630,1031,832,1,55,8,5,5,5,10,71,8.903,5464642,63,5,01:08.0,228.687,1
24631,1031,815,211,11,6,6,6,6,8,71,15.092,5470831,63,6,01:08.3,227.579,1
24632,1031,842,213,10,12,7,7,7,6,71,16.682,5472421,64,11,01:09.0,225.205,1
24633,1031,839,4,31,14,8,8,8,4,71,17.456,5473195,64,10,01:08.9,225.509,1
24634,1031,841,51,99,18,9,9,9,2,71,21.146,5476885,70,9,01:08.8,225.954,1
24635,1031,20,6,5,11,10,10,10,1,71,24.545,5480284,71,8,01:08.6,226.524,1
24636,1031,849,3,6,20,11,11,11,0,71,31.65,5487389,63,16,01:09.7,223.146,1
24637,1031,826,213,26,13,12,12,12,0,69,\N,\N,50,13,01:09.1,224.847,22
24638,1031,848,9,23,4,13,13,13,0,67,\N,\N,50,7,01:08.4,227.156,40
24639,1031,8,51,7,19,\N,R,14,0,53,\N,\N,48,12,01:09.0,225.185,36
24640,1031,847,3,63,17,\N,R,15,0,49,\N,\N,49,14,01:09.3,224.256,32
24641,1031,154,210,8,15,\N,R,16,0,49,\N,\N,46,17,01:10.2,221.347,23
24642,1031,825,210,20,16,\N,R,17,0,24,\N,\N,23,20,01:10.7,219.807,23
24643,1031,840,211,18,9,\N,R,18,0,20,\N,\N,4,18,01:10.3,221.039,5
24644,1031,817,4,3,10,\N,R,19,0,17,\N,\N,8,19,01:10.6,220.15,25
24645,1031,830,9,33,2,\N,R,20,0,11,\N,\N,5,15,01:09.4,224.146,40
24646,1032,1,131,44,1,1,1,1,25,71,22:50.7,4970683,68,3,01:06.7,232.989,1
24647,1032,822,131,77,4,2,2,2,18,71,13.719,4984402,62,7,01:07.5,230.177,1
24648,1032,830,9,33,2,3,3,3,15,71,33.698,5004381,70,2,01:06.1,235.01,1
24649,1032,848,9,23,6,4,4,4,12,71,44.4,5015083,67,6,01:07.3,230.981,1
24650,1032,846,1,4,9,5,5,5,10,71,+1:01.470,5032153,66,5,01:07.2,231.345,1
24651,1032,815,211,11,17,6,6,6,8,71,+1:02.387,5033070,68,4,01:07.2,231.362,1
24652,1032,840,211,18,12,7,7,7,6,71,+1:02.453,5033136,65,10,01:07.8,229.162,1
24653,1032,817,4,3,8,8,8,8,4,71,+1:02.591,5033274,65,9,01:07.8,229.166,1
24654,1032,832,1,55,3,9,9,9,3,70,\N,\N,68,1,01:05.6,236.894,11
24655,1032,826,213,26,13,10,10,10,1,70,\N,\N,60,13,01:08.4,227.336,11
24656,1032,8,51,7,16,11,11,11,0,70,\N,\N,57,14,01:08.4,227.322,11
24657,1032,825,210,20,15,12,12,12,0,70,\N,\N,69,11,01:08.0,228.569,11
24658,1032,154,210,8,0,13,13,13,0,70,\N,\N,69,12,01:08.0,228.442,11
24659,1032,841,51,99,19,14,14,14,0,70,\N,\N,54,15,01:08.5,226.891,11
24660,1032,842,213,10,7,15,15,15,0,70,\N,\N,69,8,01:07.8,229.183,11
24661,1032,847,3,63,11,16,16,16,0,69,\N,\N,36,16,01:08.6,226.597,12
24662,1032,849,3,6,18,17,17,17,0,69,\N,\N,68,17,01:08.8,225.922,12
24663,1032,839,4,31,5,\N,R,18,0,25,\N,\N,22,18,01:09.3,224.243,25
24664,1032,844,6,16,14,\N,R,19,0,4,\N,\N,3,19,01:35.4,162.979,130
24665,1032,20,6,5,10,\N,R,20,0,1,\N,\N,\N,0,\N,\N,130
24666,1033,1,131,44,1,1,1,1,26,70,36:12.5,5772473,70,1,01:16.6,205.823,1
24667,1033,830,9,33,7,2,2,2,18,70,8.702,5781175,60,4,01:19.2,199.176,1
24668,1033,822,131,77,2,3,3,3,15,70,9.452,5781925,66,2,01:17.7,203.072,1
24669,1033,840,211,18,3,4,4,4,12,70,57.579,5830052,68,3,01:19.0,199.708,1
24670,1033,848,9,23,13,5,5,5,10,70,+1:18.316,5850789,68,5,01:19.4,198.534,1
24671,1033,20,6,5,5,6,6,6,8,69,\N,\N,49,14,01:20.4,196.254,11
24672,1033,815,211,11,4,7,7,7,6,69,\N,\N,39,10,01:20.1,196.923,11
24673,1033,817,4,3,11,8,8,8,4,69,\N,\N,46,7,01:19.5,198.305,11
24674,1033,832,1,55,9,9,9,9,2,69,\N,\N,68,15,01:20.5,195.976,11
24675,1033,825,210,20,0,10,10,10,1,69,\N,\N,67,6,01:19.5,198.492,11
24676,1033,844,6,16,6,11,11,11,0,69,\N,\N,64,16,01:20.8,195.142,11
24677,1033,826,213,26,17,12,12,12,0,69,\N,\N,51,18,01:20.9,194.841,11
24678,1033,846,1,4,8,13,13,13,0,69,\N,\N,42,8,01:19.9,197.28,11
24679,1033,839,4,31,14,14,14,14,0,69,\N,\N,40,13,01:20.3,196.503,11
24680,1033,8,51,7,20,15,15,15,0,69,\N,\N,67,17,01:20.9,194.978,11
24681,1033,154,210,8,0,16,16,16,0,69,\N,\N,61,12,01:20.2,196.574,11
24682,1033,841,51,99,19,17,17,17,0,69,\N,\N,44,11,01:20.1,196.908,11
24683,1033,847,3,63,12,18,18,18,0,69,\N,\N,67,9,01:20.0,197.184,11
24684,1033,849,3,6,15,19,19,19,0,65,\N,\N,64,19,01:21.2,194.236,15
24685,1033,842,213,10,10,\N,R,20,0,15,\N,\N,10,20,01:23.9,187.893,5
24686,1034,1,131,44,1,1,1,1,25,52,28:01.3,5281283,45,3,01:29.2,237.652,1
24687,1034,830,9,33,3,2,2,2,19,52,5.856,5287139,52,1,01:27.1,243.494,1
24688,1034,844,6,16,4,3,3,3,15,52,18.474,5299757,49,9,01:29.8,236.13,1
24689,1034,817,4,3,8,4,4,4,12,52,19.65,5300933,49,5,01:29.5,237.004,1
24690,1034,846,1,4,5,5,5,5,10,52,22.277,5303560,41,12,01:30.1,235.488,1
24691,1034,839,4,31,9,6,6,6,8,52,26.937,5308220,50,6,01:29.5,236.98,1
24692,1034,842,213,10,11,7,7,7,6,52,31.188,5312471,52,7,01:29.6,236.684,1
24693,1034,848,9,23,12,8,8,8,4,52,32.67,5313953,52,2,01:28.7,239.123,1
24694,1034,840,211,18,6,9,9,9,2,52,37.311,5318594,44,13,01:30.5,234.402,1
24695,1034,20,6,5,10,10,10,10,1,52,41.857,5323140,44,15,01:30.5,234.242,1
24696,1034,822,131,77,2,11,11,11,0,52,42.167,5323450,41,4,01:29.3,237.58,1
24697,1034,847,3,63,20,12,12,12,0,52,52.004,5333287,41,16,01:30.9,233.404,1
24698,1034,832,1,55,7,13,13,13,0,52,53.37,5334653,47,10,01:29.9,235.776,1
24699,1034,841,51,99,15,14,14,14,0,52,54.205,5335488,49,17,01:31.0,233.109,1
24700,1034,849,3,6,18,15,15,15,0,52,54.549,5335832,44,14,01:30.5,234.335,1
24701,1034,154,210,8,17,16,16,16,0,52,55.05,5336333,49,8,01:29.8,236.212,1
24702,1034,8,51,7,16,17,17,17,0,51,\N,\N,49,11,01:30.0,235.71,11
24703,1034,826,213,26,19,\N,R,18,0,11,\N,\N,11,18,01:32.4,229.412,3
24704,1034,825,210,20,14,\N,R,19,0,1,\N,\N,\N,0,\N,\N,4
24705,1034,807,211,27,13,\N,W,20,0,0,\N,\N,\N,0,\N,\N,131
24706,1035,830,9,33,4,1,1,1,25,52,19:42.0,4781993,46,2,01:29.5,237.049,1
24707,1035,1,131,44,2,2,2,2,19,52,11.326,4793319,43,1,01:28.5,239.766,1
24708,1035,822,131,77,1,3,3,3,15,52,19.231,4801224,44,4,01:29.8,236.256,1
24709,1035,844,6,16,8,4,4,4,12,52,29.289,4811282,39,8,01:30.6,234.203,1
24710,1035,848,9,23,9,5,5,5,10,52,39.146,4821139,46,3,01:29.5,237.017,1
24711,1035,840,211,18,6,6,6,6,8,52,42.538,4824531,45,15,01:30.9,233.365,1
24712,1035,807,211,27,3,7,7,7,6,52,55.951,4837944,52,6,01:30.1,235.412,1
24713,1035,839,4,31,14,8,8,8,4,52,+1:04.773,4846766,50,10,01:30.6,234.144,1
24714,1035,846,1,4,10,9,9,9,2,52,+1:05.544,4847537,49,11,01:30.7,233.826,1
24715,1035,826,213,26,16,10,10,10,1,52,+1:09.669,4851662,52,12,01:30.7,233.723,1
24716,1035,842,213,10,7,11,11,11,0,52,+1:10.642,4852635,52,7,01:30.1,235.399,1
24717,1035,20,6,5,11,12,12,12,0,52,+1:13.370,4855363,49,13,01:30.8,233.602,1
24718,1035,832,1,55,12,13,13,13,0,52,+1:14.070,4856063,49,9,01:30.6,234.193,1
24719,1035,817,4,3,5,14,14,14,0,51,\N,\N,39,16,01:31.2,232.621,11
24720,1035,8,51,7,20,15,15,15,0,51,\N,\N,30,18,01:31.8,231.13,11
24721,1035,154,210,8,13,16,16,16,0,51,\N,\N,51,14,01:30.8,233.581,11
24722,1035,841,51,99,19,17,17,17,0,51,\N,\N,37,19,01:31.8,230.954,11
24723,1035,847,3,63,15,18,18,18,0,51,\N,\N,50,17,01:31.4,232.01,11
24724,1035,849,3,6,18,19,19,19,0,51,\N,\N,48,5,01:30.0,235.77,11
24725,1035,825,210,20,17,\N,R,20,0,43,\N,\N,39,20,01:31.8,230.944,31
24726,1036,1,131,44,1,1,1,1,25,66,31:45.3,5505279,63,2,01:19.8,209.942,1
24727,1036,830,9,33,3,2,2,2,18,66,24.177,5529456,53,4,01:21.5,205.677,1
24728,1036,822,131,77,2,3,3,3,16,66,44.752,5550031,66,1,01:18.2,214.343,1
24729,1036,840,211,18,5,4,4,4,12,65,\N,\N,56,8,01:22.0,204.306,11
24730,1036,815,211,11,4,5,5,5,10,65,\N,\N,58,16,01:22.5,203.09,11
24731,1036,832,1,55,7,6,6,6,8,65,\N,\N,59,5,01:21.8,204.938,11
24732,1036,20,6,5,11,7,7,7,6,65,\N,\N,48,18,01:22.7,202.618,11
24733,1036,848,9,23,6,8,8,8,4,65,\N,\N,41,11,01:22.2,203.883,11
24734,1036,842,213,10,10,9,9,9,2,65,\N,\N,44,17,01:22.5,203.021,11
24735,1036,846,1,4,8,10,10,10,1,65,\N,\N,56,13,01:22.4,203.393,11
24736,1036,817,4,3,13,11,11,11,0,65,\N,\N,51,14,01:22.5,203.215,11
24737,1036,826,213,26,12,12,12,12,0,65,\N,\N,47,12,01:22.3,203.531,11
24738,1036,839,4,31,15,13,13,13,0,65,\N,\N,65,10,01:22.2,203.933,11
24739,1036,8,51,7,14,14,14,14,0,65,\N,\N,47,7,01:21.9,204.645,11
24740,1036,825,210,20,16,15,15,15,0,65,\N,\N,64,19,01:23.5,200.757,11
24741,1036,841,51,99,20,16,16,16,0,65,\N,\N,47,6,01:21.8,204.863,11
24742,1036,847,3,63,18,17,17,17,0,65,\N,\N,37,15,01:22.5,203.119,11
24743,1036,849,3,6,19,18,18,18,0,64,\N,\N,60,9,01:22.0,204.291,12
24744,1036,154,210,8,17,19,19,19,0,64,\N,\N,64,3,01:20.4,208.409,12
24745,1036,844,6,16,9,\N,R,20,0,38,\N,\N,35,20,01:24.0,199.576,40
24746,1037,1,131,44,1,1,1,1,25,44,24:08.8,5048761,28,2,01:47.8,233.99,1
24747,1037,822,131,77,2,2,2,2,18,44,8.448,5057209,27,5,01:48.0,233.503,1
24748,1037,830,9,33,3,3,3,3,15,44,15.455,5064216,27,8,01:48.3,232.809,1
24749,1037,817,4,3,4,4,4,4,13,44,18.877,5067638,44,1,01:47.5,234.589,1
24750,1037,839,4,31,6,5,5,5,10,44,40.65,5089411,44,10,01:48.5,232.305,1
24751,1037,848,9,23,5,6,6,6,8,44,42.712,5091473,27,12,01:48.7,231.886,1
24752,1037,846,1,4,10,7,7,7,6,44,43.774,5092535,39,11,01:48.6,232.279,1
24753,1037,842,213,10,12,8,8,8,4,44,47.371,5096132,29,3,01:47.8,233.815,1
24754,1037,840,211,18,9,9,9,9,2,44,52.603,5101364,34,13,01:49.1,231.036,1
24755,1037,815,211,11,8,10,10,10,1,44,53.179,5101940,20,9,01:48.4,232.628,1
24756,1037,826,213,26,11,11,11,11,0,44,+1:10.200,5118961,28,15,01:49.8,229.572,1
24757,1037,8,51,7,16,12,12,12,0,44,+1:11.504,5120265,28,14,01:49.8,229.593,1
24758,1037,20,6,5,14,13,13,13,0,44,+1:12.894,5121655,31,16,01:50.0,229.309,1
24759,1037,844,6,16,13,14,14,14,0,44,+1:14.920,5123681,26,4,01:47.8,233.813,1
24760,1037,154,210,8,17,15,15,15,0,44,+1:16.793,5125554,28,17,01:50.0,229.184,1
24761,1037,849,3,6,19,16,16,16,0,44,+1:17.795,5126556,32,6,01:48.0,233.362,1
24762,1037,825,210,20,20,17,17,17,0,44,+1:25.540,5134301,37,7,01:48.1,233.287,1
24763,1037,841,51,99,18,\N,R,18,0,9,\N,\N,9,19,01:51.8,225.545,3
24764,1037,847,3,63,15,\N,R,19,0,9,\N,\N,5,18,01:51.8,225.624,138
24765,1037,832,1,55,7,\N,W,20,0,0,\N,\N,\N,0,\N,\N,43
24766,1038,842,213,10,10,1,1,1,25,53,47:06.1,6426056,34,6,01:24.0,248.162,1
24767,1038,832,1,55,3,2,2,2,18,53,0.415,6426471,40,2,01:23.9,248.62,1
24768,1038,840,211,18,8,3,3,3,15,53,3.358,6429414,42,3,01:23.9,248.576,1
24769,1038,846,1,4,6,4,4,4,12,53,6,6432056,50,7,01:24.2,247.587,1
24770,1038,822,131,77,2,5,5,5,10,53,7.108,6433164,51,5,01:24.0,248.386,1
24771,1038,817,4,3,7,6,6,6,8,53,8.391,6434447,38,4,01:23.9,248.573,1
24772,1038,1,131,44,1,7,7,7,7,53,17.245,6443301,34,1,01:22.7,252.033,1
24773,1038,839,4,31,12,8,8,8,4,53,18.691,6444747,52,11,01:24.5,246.831,1
24774,1038,826,213,26,11,9,9,9,2,53,22.208,6448264,44,10,01:24.5,246.863,1
24775,1038,815,211,11,4,10,10,10,1,53,23.224,6449280,50,8,01:24.3,247.282,1
24776,1038,849,3,6,20,11,11,11,0,53,32.876,6458932,39,16,01:25.0,245.353,1
24777,1038,154,210,8,16,12,12,12,0,53,35.164,6461220,48,12,01:24.8,245.972,1
24778,1038,8,51,7,14,13,13,13,0,53,36.312,6462368,29,13,01:24.8,245.827,1
24779,1038,847,3,63,19,14,14,14,0,53,36.593,6462649,39,9,01:24.4,247.033,1
24780,1038,848,9,23,9,15,15,15,0,53,37.533,6463589,48,15,01:24.9,245.564,1
24781,1038,841,51,99,18,16,16,16,0,53,55.199,6481255,43,14,01:24.9,245.766,1
24782,1038,830,9,33,5,\N,R,17,0,30,\N,\N,10,17,01:25.5,243.804,131
24783,1038,844,6,16,13,\N,R,18,0,23,\N,\N,19,19,01:26.0,242.424,3
24784,1038,825,210,20,15,\N,R,19,0,17,\N,\N,10,18,01:25.8,243.099,131
24785,1038,20,6,5,17,\N,R,20,0,6,\N,\N,4,20,01:27.1,239.415,23
24786,1039,1,131,44,1,1,1,1,26,59,19:35.1,8375060,58,1,01:18.8,239.518,1
24787,1039,822,131,77,2,2,2,2,18,59,4.88,8379940,53,2,01:19.4,237.712,1
24788,1039,848,9,23,4,3,3,3,15,59,8.064,8383124,51,3,01:20.0,235.909,1
24789,1039,817,4,3,8,4,4,4,12,59,10.417,8385477,57,4,01:20.4,234.774,1
24790,1039,815,211,11,7,5,5,5,10,59,15.65,8390710,59,5,01:20.6,234.175,1
24791,1039,846,1,4,11,6,6,6,8,59,18.883,8393943,59,7,01:21.2,232.542,1
24792,1039,826,213,26,12,7,7,7,6,59,21.756,8396816,51,10,01:21.5,231.8,1
24793,1039,844,6,16,5,8,8,8,4,59,28.345,8403405,50,9,01:21.2,232.453,1
24794,1039,8,51,7,13,9,9,9,2,59,29.77,8404830,59,6,01:21.2,232.64,1
24795,1039,20,6,5,14,10,10,10,1,59,29.983,8405043,59,8,01:21.2,232.531,1
24796,1039,847,3,63,18,11,11,11,0,59,32.404,8407464,58,11,01:21.6,231.269,1
24797,1039,154,210,8,15,12,12,12,0,59,42.036,8417096,59,13,01:22.3,229.532,1
24798,1039,840,211,18,6,\N,R,13,0,42,\N,\N,42,12,01:22.1,230.077,29
24799,1039,839,4,31,10,\N,R,14,0,7,\N,\N,6,15,02:11.8,143.27,23
24800,1039,849,3,6,19,\N,R,15,0,6,\N,\N,6,14,02:11.4,143.736,4
24801,1039,825,210,20,20,\N,R,16,0,5,\N,\N,4,17,02:13.8,141.108,4
24802,1039,841,51,99,17,\N,R,17,0,5,\N,\N,4,16,02:13.8,141.111,4
24803,1039,832,1,55,9,\N,R,18,0,5,\N,\N,5,18,02:14.1,140.802,4
24804,1039,830,9,33,3,\N,R,19,0,0,\N,\N,\N,0,\N,\N,4
24805,1039,842,213,10,16,\N,R,20,0,0,\N,\N,\N,0,\N,\N,4
24806,1040,822,131,77,3,1,1,1,26,53,34:00.4,5640364,51,1,01:37.0,216.972,1
24807,1040,830,9,33,2,2,2,2,18,53,7.729,5648093,53,3,01:37.3,216.298,1
24808,1040,1,131,44,1,3,3,3,15,53,22.729,5663093,48,7,01:38.1,214.66,1
24809,1040,815,211,11,4,4,4,4,12,53,30.558,5670922,52,8,01:38.1,214.515,1
24810,1040,817,4,3,5,5,5,5,10,53,52.065,5692429,53,6,01:37.9,215.074,1
24811,1040,844,6,16,10,6,6,6,8,53,+1:02.186,5702550,47,11,01:39.1,212.54,1
24812,1040,839,4,31,7,7,7,7,6,53,+1:08.006,5708370,48,13,01:39.2,212.191,1
24813,1040,826,213,26,11,8,8,8,4,53,+1:08.740,5709104,48,12,01:39.1,212.369,1
24814,1040,842,213,10,9,9,9,9,2,53,+1:29.766,5730130,50,2,01:37.2,216.523,1
24815,1040,848,9,23,15,10,10,10,1,53,+1:37.860,5738224,51,9,01:38.4,214.001,1
24816,1040,841,51,99,17,11,11,11,0,52,\N,\N,44,16,01:39.8,211.021,11
24817,1040,825,210,20,18,12,12,12,0,52,\N,\N,52,17,01:40.4,209.731,11
24818,1040,20,6,5,14,13,13,13,0,52,\N,\N,46,14,01:39.6,211.398,11
24819,1040,8,51,7,19,14,14,14,0,52,\N,\N,37,10,01:38.9,212.96,11
24820,1040,846,1,4,8,15,15,15,0,52,\N,\N,50,5,01:37.4,216.198,11
24821,1040,849,3,6,20,16,16,16,0,52,\N,\N,47,18,01:41.0,208.352,11
24822,1040,154,210,8,16,17,17,17,0,52,\N,\N,44,15,01:39.6,211.343,11
24823,1040,847,3,63,13,18,18,18,0,52,\N,\N,52,4,01:37.4,216.254,11
24824,1040,832,1,55,6,\N,R,19,0,0,\N,\N,\N,0,\N,\N,3
24825,1040,840,211,18,12,\N,R,20,0,0,\N,\N,\N,0,\N,\N,4
24826,1041,1,131,44,2,1,1,1,25,60,35:49.6,5749641,58,2,01:28.1,210.253,1
24827,1041,830,9,33,3,2,2,2,19,60,4.47,5754111,60,1,01:28.1,210.267,1
24828,1041,817,4,3,6,3,3,3,15,60,14.613,5764254,53,3,01:29.6,206.876,1
24829,1041,815,211,11,9,4,4,4,12,60,16.07,5765711,58,4,01:29.7,206.608,1
24830,1041,832,1,55,10,5,5,5,10,60,21.905,5771546,53,6,01:30.1,205.625,1
24831,1041,842,213,10,12,6,6,6,8,60,22.766,5772407,53,5,01:30.1,205.668,1
24832,1041,844,6,16,4,7,7,7,6,60,30.814,5780455,54,10,01:30.7,204.303,1
24833,1041,807,211,27,20,8,8,8,4,60,32.596,5782237,58,11,01:30.7,204.256,1
24834,1041,154,210,8,16,9,9,9,2,60,39.081,5788722,54,14,01:31.6,202.407,1
